Group,Year,County,Enrollment
White Students,2009,SAN BERNARDINO COUNTY,92424
White Students,2009,SAN DIEGO COUNTY,87227
White Students,2009,SAN FRANCISCO COUNTY,6025
White Students,2009,SAN JOAQUIN COUNTY,33718
White Students,2009,SAN LUIS OBISPO COUNTY,20291
White Students,2009,SAN MATEO COUNTY,27933
White Students,2009,SANTA BARBARA COUNTY,18920
White Students,2009,SANTA CLARA COUNTY,60338
White Students,2009,SANTA CRUZ COUNTY,15203
White Students,2009,SHASTA COUNTY,20560
White Students,2009,SIERRA COUNTY,360
White Students,2009,SISKIYOU COUNTY,4432
White Students,2009,SOLANO COUNTY,18360
White Students,2009,SONOMA COUNTY,35062
White Students,2009,STANISLAUS COUNTY,34851
White Students,2009,SUTTER COUNTY,8388
White Students,2009,TEHAMA COUNTY,4622
White Students,2009,TRINITY COUNTY,1283
White Students,2009,TULARE COUNTY,20914
White Students,2009,TUOLUMNE COUNTY,4654
White Students,2009,VENTURA COUNTY,58709
White Students,2009,YOLO COUNTY,12129
White Students,2009,YUBA COUNTY,6327
White Students,2008,ALAMEDA COUNTY,50245
White Students,2008,ALPINE COUNTY,48
White Students,2008,AMADOR COUNTY,3433
White Students,2008,BUTTE COUNTY,20356
White Students,2008,CALAVERAS COUNTY,5094
White Students,2008,COLUSA COUNTY,1267
White Students,2008,CONTRA COSTA COUNTY,66751
White Students,2008,DEL NORTE COUNTY,2763
White Students,2008,EL DORADO COUNTY,23116
White Students,2008,FRESNO COUNTY,42684
White Students,2008,GLENN COUNTY,2144
White Students,2008,HUMBOLDT COUNTY,12227
White Students,2008,IMPERIAL COUNTY,2927
White Students,2008,INYO COUNTY,1380
White Students,2008,KERN COUNTY,49318
White Students,2008,KINGS COUNTY,7575
White Students,2008,LAKE COUNTY,6057
White Students,2008,LASSEN COUNTY,3708
White Students,2008,LOS ANGELES COUNTY,242825
White Students,2008,MADERA COUNTY,8103
White Students,2008,MARIN COUNTY,18515
White Students,2008,MARIPOSA COUNTY,1681
White Students,2008,MENDOCINO COUNTY,7047
White Students,2008,MERCED COUNTY,12362
White Students,2008,MODOC COUNTY,1004
White Students,2008,MONO COUNTY,808
White Students,2008,MONTEREY COUNTY,12604
White Students,2008,NAPA COUNTY,7332
White Students,2008,NEVADA COUNTY,12897
White Students,2008,ORANGE COUNTY,165583
White Students,2008,PLACER COUNTY,43016
White Students,2008,PLUMAS COUNTY,1899
White Students,2008,RIVERSIDE COUNTY,113316
White Students,2008,SACRAMENTO COUNTY,88957
White Students,2008,SAN BENITO COUNTY,3257
White Students,2008,SAN BERNARDINO COUNTY,96266
White Students,2008,SAN DIEGO COUNTY,166525
White Students,2008,SAN FRANCISCO COUNTY,6000
White Students,2008,SAN JOAQUIN COUNTY,34239
White Students,2008,SAN LUIS OBISPO COUNTY,21250
White Students,2008,SAN MATEO COUNTY,28391
White Students,2008,SANTA BARBARA COUNTY,20079
White Students,2008,SANTA CLARA COUNTY,63020
White Students,2008,SANTA CRUZ COUNTY,15006
White Students,2008,SHASTA COUNTY,21308
White Students,2008,SIERRA COUNTY,381
White Students,2008,SISKIYOU COUNTY,4569
White Students,2008,SOLANO COUNTY,21457
White Students,2008,SONOMA COUNTY,36883
White Students,2008,STANISLAUS COUNTY,37434
White Students,2008,SUTTER COUNTY,8501
White Students,2008,TEHAMA COUNTY,7026
White Students,2008,TRINITY COUNTY,1298
White Students,2008,TULARE COUNTY,21499
White Students,2008,TUOLUMNE COUNTY,5508
White Students,2008,VENTURA COUNTY,58788
White Students,2008,YOLO COUNTY,12430
White Students,2008,YUBA COUNTY,6493
White Students,2007,ALAMEDA COUNTY,51956
White Students,2007,ALPINE COUNTY,58
White Students,2007,AMADOR COUNTY,3420
White Students,2007,BUTTE COUNTY,20781
White Students,2007,CALAVERAS COUNTY,5405
White Students,2007,COLUSA COUNTY,1356
White Students,2007,CONTRA COSTA COUNTY,68874
White Students,2007,DEL NORTE COUNTY,2780
White Students,2007,EL DORADO COUNTY,22680
White Students,2007,FRESNO COUNTY,44007
White Students,2007,GLENN COUNTY,2476
White Students,2007,HUMBOLDT COUNTY,12515
White Students,2007,IMPERIAL COUNTY,3122
White Students,2007,INYO COUNTY,1514
White Students,2007,KERN COUNTY,51250
White Students,2007,KINGS COUNTY,7726
White Students,2007,LAKE COUNTY,6261
White Students,2007,LASSEN COUNTY,3860
White Students,2007,LOS ANGELES COUNTY,249843
White Students,2007,MADERA COUNTY,8321
White Students,2007,MARIN COUNTY,18615
White Students,2007,MARIPOSA COUNTY,1708
White Students,2007,MENDOCINO COUNTY,7311
White Students,2007,MERCED COUNTY,12829
White Students,2007,MODOC COUNTY,1291
White Students,2007,MONO COUNTY,967
White Students,2007,MONTEREY COUNTY,13219
White Students,2007,NAPA COUNTY,7690
White Students,2007,NEVADA COUNTY,13810
White Students,2007,ORANGE COUNTY,170582
White Students,2007,PLACER COUNTY,42574
White Students,2007,PLUMAS COUNTY,1982
White Students,2007,RIVERSIDE COUNTY,116570
White Students,2007,SACRAMENTO COUNTY,90637
White Students,2007,SAN BENITO COUNTY,3417
White Students,2007,SAN BERNARDINO COUNTY,101929
White Students,2007,SAN DIEGO COUNTY,169034
White Students,2007,SAN FRANCISCO COUNTY,5768
White Students,2007,SAN JOAQUIN COUNTY,35552
White Students,2007,SAN LUIS OBISPO COUNTY,21809
White Students,2007,SAN MATEO COUNTY,28784
White Students,2007,SANTA BARBARA COUNTY,20799
White Students,2007,SANTA CLARA COUNTY,64625
White Students,2007,SANTA CRUZ COUNTY,15853
White Students,2007,SHASTA COUNTY,21347
White Students,2007,SIERRA COUNTY,405
White Students,2007,SISKIYOU COUNTY,4705
White Students,2007,SOLANO COUNTY,22483
White Students,2007,SONOMA COUNTY,37807
White Students,2007,STANISLAUS COUNTY,38752
White Students,2007,SUTTER COUNTY,8534
White Students,2007,TEHAMA COUNTY,7254
White Students,2007,TRINITY COUNTY,1370
White Students,2007,TULARE COUNTY,22133
White Students,2007,TUOLUMNE COUNTY,5721
White Students,2007,VENTURA COUNTY,59120
White Students,2007,YOLO COUNTY,12677
White Students,2007,YUBA COUNTY,6583
White Students,2006,ALAMEDA COUNTY,53602
White Students,2006,ALPINE COUNTY,81
White Students,2006,AMADOR COUNTY,3731
White Students,2006,BUTTE COUNTY,21622
White Students,2006,CALAVERAS COUNTY,5452
White Students,2006,COLUSA COUNTY,1329
White Students,2006,CONTRA COSTA COUNTY,70850
White Students,2006,DEL NORTE COUNTY,2893
White Students,2006,EL DORADO COUNTY,22455
White Students,2006,FRESNO COUNTY,45685
White Students,2006,GLENN COUNTY,2433
White Students,2006,HUMBOLDT COUNTY,12893
White Students,2006,IMPERIAL COUNTY,3214
White Students,2006,INYO COUNTY,1649
White Students,2006,KERN COUNTY,52538
White Students,2006,KINGS COUNTY,8023
White Students,2006,LAKE COUNTY,6621
White Students,2006,LASSEN COUNTY,3942
White Students,2006,LOS ANGELES COUNTY,260133
White Students,2006,MADERA COUNTY,8563
White Students,2006,MARIN COUNTY,18655
White Students,2006,MARIPOSA COUNTY,1802
White Students,2006,MENDOCINO COUNTY,7675
White Students,2006,MERCED COUNTY,13253
White Students,2006,MODOC COUNTY,1217
White Students,2006,MONO COUNTY,1035
White Students,2006,MONTEREY COUNTY,13664
White Students,2006,NAPA COUNTY,8138
White Students,2006,NEVADA COUNTY,13496
White Students,2006,ORANGE COUNTY,176146
White Students,2006,PLACER COUNTY,43453
White Students,2006,PLUMAS COUNTY,2071
White Students,2006,RIVERSIDE COUNTY,119711
White Students,2006,SACRAMENTO COUNTY,93388
White Students,2006,SAN BENITO COUNTY,3703
White Students,2006,SAN BERNARDINO COUNTY,108272
White Students,2006,SAN DIEGO COUNTY,174246
White Students,2006,SAN FRANCISCO COUNTY,5314
White Students,2006,SAN JOAQUIN COUNTY,37175
White Students,2006,SAN LUIS OBISPO COUNTY,22606
White Students,2006,SAN MATEO COUNTY,29299
White Students,2006,SANTA BARBARA COUNTY,21656
White Students,2006,SANTA CLARA COUNTY,66975
White Students,2006,SANTA CRUZ COUNTY,15996
White Students,2006,SHASTA COUNTY,22166
White Students,2006,SIERRA COUNTY,424
White Students,2006,SISKIYOU COUNTY,4798
White Students,2006,SOLANO COUNTY,23677
White Students,2006,SONOMA COUNTY,39786
White Students,2006,STANISLAUS COUNTY,39582
White Students,2006,SUTTER COUNTY,8569
White Students,2006,TEHAMA COUNTY,7472
White Students,2006,TRINITY COUNTY,1533
White Students,2006,TULARE COUNTY,22777
White Students,2006,TUOLUMNE COUNTY,5948
White Students,2006,VENTURA COUNTY,60447
White Students,2006,YOLO COUNTY,13125
White Students,2006,YUBA COUNTY,6481
White Students,2005,ALAMEDA COUNTY,55187
White Students,2005,ALPINE COUNTY,67
White Students,2005,AMADOR COUNTY,3856
White Students,2005,BUTTE COUNTY,22394
White Students,2005,CALAVERAS COUNTY,5627
White Students,2005,COLUSA COUNTY,1339
White Students,2005,CONTRA COSTA COUNTY,74002
White Students,2005,DEL NORTE COUNTY,3175
White Students,2005,EL DORADO COUNTY,22524
White Students,2005,FRESNO COUNTY,47024
White Students,2005,GLENN COUNTY,2514
White Students,2005,HUMBOLDT COUNTY,13239
White Students,2005,IMPERIAL COUNTY,3330
White Students,2005,INYO COUNTY,1767
White Students,2005,KERN COUNTY,54074
White Students,2005,KINGS COUNTY,8172
White Students,2005,LAKE COUNTY,6767
White Students,2005,LASSEN COUNTY,4044
White Students,2005,LOS ANGELES COUNTY,272549
White Students,2005,MADERA COUNTY,8804
White Students,2005,MARIN COUNTY,19255
White Students,2005,MARIPOSA COUNTY,1839
White Students,2005,MENDOCINO COUNTY,8172
White Students,2005,MERCED COUNTY,13820
White Students,2005,MODOC COUNTY,1247
White Students,2005,MONO COUNTY,962
White Students,2005,MONTEREY COUNTY,14329
White Students,2005,NAPA COUNTY,8494
White Students,2005,NEVADA COUNTY,14046
White Students,2005,ORANGE COUNTY,182794
White Students,2005,PLACER COUNTY,43441
White Students,2005,PLUMAS COUNTY,2201
White Students,2005,RIVERSIDE COUNTY,123255
White Students,2005,SACRAMENTO COUNTY,98530
White Students,2005,SAN BENITO COUNTY,3880
White Students,2005,SAN BERNARDINO COUNTY,115228
White Students,2005,SAN DIEGO COUNTY,179614
White Students,2005,SAN FRANCISCO COUNTY,5417
White Students,2005,SAN JOAQUIN COUNTY,39481
White Students,2005,SAN LUIS OBISPO COUNTY,23094
White Students,2005,SAN MATEO COUNTY,30307
White Students,2005,SANTA BARBARA COUNTY,23253
White Students,2005,SANTA CLARA COUNTY,69985
White Students,2005,SANTA CRUZ COUNTY,16465
White Students,2005,SHASTA COUNTY,22771
White Students,2005,SIERRA COUNTY,465
White Students,2005,SISKIYOU COUNTY,5061
White Students,2005,SOLANO COUNTY,25722
White Students,2005,SONOMA COUNTY,41464
White Students,2005,STANISLAUS COUNTY,41560
White Students,2005,SUTTER COUNTY,8235
White Students,2005,TEHAMA COUNTY,7576
White Students,2005,TRINITY COUNTY,1637
White Students,2005,TULARE COUNTY,23727
White Students,2005,TUOLUMNE COUNTY,5898
White Students,2005,VENTURA COUNTY,61734
White Students,2005,YOLO COUNTY,13533
White Students,2005,YUBA COUNTY,6477
White Students,2004,ALAMEDA COUNTY,57257
White Students,2004,ALPINE COUNTY,86
White Students,2004,AMADOR COUNTY,3998
White Students,2004,BUTTE COUNTY,22918
White Students,2004,CALAVERAS COUNTY,5778
White Students,2004,COLUSA COUNTY,1425
White Students,2004,CONTRA COSTA COUNTY,76841
White Students,2004,DEL NORTE COUNTY,3343
White Students,2004,EL DORADO COUNTY,23032
White Students,2004,FRESNO COUNTY,48601
White Students,2004,GLENN COUNTY,2532
White Students,2004,HUMBOLDT COUNTY,13944
White Students,2004,IMPERIAL COUNTY,3428
White Students,2004,INYO COUNTY,1863
White Students,2004,KERN COUNTY,55746
White Students,2004,KINGS COUNTY,8431
White Students,2004,LAKE COUNTY,6907
White Students,2004,LASSEN COUNTY,4242
White Students,2004,LOS ANGELES COUNTY,285258
White Students,2004,MADERA COUNTY,9063
White Students,2004,MARIN COUNTY,19319
White Students,2004,MARIPOSA COUNTY,1957
White Students,2004,MENDOCINO COUNTY,8606
White Students,2004,MERCED COUNTY,14500
White Students,2004,MODOC COUNTY,1007
White Students,2004,MONO COUNTY,1027
White Students,2004,MONTEREY COUNTY,15379
White Students,2004,NAPA COUNTY,8940
White Students,2004,NEVADA COUNTY,14457
White Students,2004,ORANGE COUNTY,188017
White Students,2004,PLACER COUNTY,42433
White Students,2004,PLUMAS COUNTY,2344
White Students,2004,RIVERSIDE COUNTY,127188
White Students,2004,SACRAMENTO COUNTY,102044
White Students,2004,SAN BENITO COUNTY,4137
White Students,2004,SAN BERNARDINO COUNTY,120707
White Students,2004,SAN DIEGO COUNTY,185802
White Students,2004,SAN FRANCISCO COUNTY,5569
White Students,2004,SAN JOAQUIN COUNTY,41543
White Students,2004,SAN LUIS OBISPO COUNTY,23895
White Students,2004,SAN MATEO COUNTY,30929
White Students,2004,SANTA BARBARA COUNTY,24162
White Students,2004,SANTA CLARA COUNTY,72719
White Students,2004,SANTA CRUZ COUNTY,16534
White Students,2004,SHASTA COUNTY,23408
White Students,2004,SIERRA COUNTY,501
White Students,2004,SISKIYOU COUNTY,5417
White Students,2004,SOLANO COUNTY,27164
White Students,2004,SONOMA COUNTY,43059
White Students,2004,STANISLAUS COUNTY,43517
White Students,2004,SUTTER COUNTY,8389
White Students,2004,TEHAMA COUNTY,7854
White Students,2004,TRINITY COUNTY,1489
White Students,2004,TULARE COUNTY,24297
White Students,2004,TUOLUMNE COUNTY,6160
White Students,2004,VENTURA COUNTY,61987
White Students,2004,YOLO COUNTY,13925
White Students,2004,YUBA COUNTY,6582
White Students,2003,ALAMEDA COUNTY,60977
White Students,2003,ALPINE COUNTY,79
White Students,2003,AMADOR COUNTY,4059
White Students,2003,BUTTE COUNTY,23524
White Students,2003,CALAVERAS COUNTY,5811
White Students,2003,COLUSA COUNTY,1404
White Students,2003,CONTRA COSTA COUNTY,79303
White Students,2003,DEL NORTE COUNTY,3467
White Students,2003,EL DORADO COUNTY,23316
White Students,2003,FRESNO COUNTY,49961
White Students,2003,GLENN COUNTY,2945
White Students,2003,HUMBOLDT COUNTY,14592
White Students,2003,IMPERIAL COUNTY,3646
White Students,2003,INYO COUNTY,1922
White Students,2003,KERN COUNTY,56747
White Students,2003,KINGS COUNTY,8695
White Students,2003,LAKE COUNTY,7310
White Students,2003,LASSEN COUNTY,4149
White Students,2003,LOS ANGELES COUNTY,296607
White Students,2003,MADERA COUNTY,9240
White Students,2003,MARIN COUNTY,19579
White Students,2003,MARIPOSA COUNTY,2048
White Students,2003,MENDOCINO COUNTY,9118
White Students,2003,MERCED COUNTY,14746
White Students,2003,MODOC COUNTY,1055
White Students,2003,MONO COUNTY,1129
White Students,2003,MONTEREY COUNTY,16881
White Students,2003,NAPA COUNTY,9758
White Students,2003,NEVADA COUNTY,15563
White Students,2003,ORANGE COUNTY,193547
White Students,2003,PLACER COUNTY,41839
White Students,2003,PLUMAS COUNTY,2471
White Students,2003,RIVERSIDE COUNTY,128966
White Students,2003,SACRAMENTO COUNTY,103420
White Students,2003,SAN BENITO COUNTY,4285
White Students,2003,SAN BERNARDINO COUNTY,127040
White Students,2003,SAN DIEGO COUNTY,193479
White Students,2003,SAN FRANCISCO COUNTY,5819
White Students,2003,SAN JOAQUIN COUNTY,42721
White Students,2003,SAN LUIS OBISPO COUNTY,24612
White Students,2003,SAN MATEO COUNTY,31888
White Students,2003,SANTA BARBARA COUNTY,24899
White Students,2003,SANTA CLARA COUNTY,75495
White Students,2003,SANTA CRUZ COUNTY,17336
White Students,2003,SHASTA COUNTY,23972
White Students,2003,SIERRA COUNTY,567
White Students,2003,SISKIYOU COUNTY,5394
White Students,2003,SOLANO COUNTY,28366
White Students,2003,SONOMA COUNTY,45137
White Students,2003,STANISLAUS COUNTY,44713
White Students,2003,SUTTER COUNTY,8324
White Students,2003,TEHAMA COUNTY,7776
White Students,2003,TRINITY COUNTY,1541
White Students,2003,TULARE COUNTY,24918
White Students,2003,TUOLUMNE COUNTY,6275
White Students,2003,VENTURA COUNTY,63012
White Students,2003,YOLO COUNTY,14235
White Students,2003,YUBA COUNTY,6605
White Students,2002,ALAMEDA COUNTY,63174
White Students,2002,ALPINE COUNTY,81
White Students,2002,AMADOR COUNTY,4262
White Students,2002,BUTTE COUNTY,24254
White Students,2002,CALAVERAS COUNTY,5930
White Students,2002,COLUSA COUNTY,1542
White Students,2002,CONTRA COSTA COUNTY,81447
White Students,2002,DEL NORTE COUNTY,3242
White Students,2002,EL DORADO COUNTY,24491
White Students,2002,FRESNO COUNTY,51320
White Students,2002,GLENN COUNTY,3101
White Students,2002,HUMBOLDT COUNTY,15152
White Students,2002,IMPERIAL COUNTY,3678
White Students,2002,INYO COUNTY,2123
White Students,2002,KERN COUNTY,58203
White Students,2002,KINGS COUNTY,8714
White Students,2002,LAKE COUNTY,7528
White Students,2002,LASSEN COUNTY,4430
White Students,2002,LOS ANGELES COUNTY,304659
White Students,2002,MADERA COUNTY,9272
White Students,2002,MARIN COUNTY,20071
White Students,2002,MARIPOSA COUNTY,2133
White Students,2002,MENDOCINO COUNTY,9559
White Students,2002,MERCED COUNTY,15309
White Students,2002,MODOC COUNTY,1091
White Students,2002,MONO COUNTY,1206
White Students,2002,MONTEREY COUNTY,17569
White Students,2002,NAPA COUNTY,10517
White Students,2002,NEVADA COUNTY,16164
White Students,2002,ORANGE COUNTY,197556
White Students,2002,PLACER COUNTY,41985
White Students,2002,PLUMAS COUNTY,2570
White Students,2002,RIVERSIDE COUNTY,129446
White Students,2002,SACRAMENTO COUNTY,105259
White Students,2002,SAN BENITO COUNTY,4445
White Students,2002,SAN BERNARDINO COUNTY,131920
White Students,2002,SAN DIEGO COUNTY,197567
White Students,2002,SAN FRANCISCO COUNTY,6075
White Students,2002,SAN JOAQUIN COUNTY,44064
White Students,2002,SAN LUIS OBISPO COUNTY,25588
White Students,2002,SAN MATEO COUNTY,33075
White Students,2002,SANTA BARBARA COUNTY,25871
White Students,2002,SANTA CLARA COUNTY,78841
White Students,2002,SANTA CRUZ COUNTY,18373
White Students,2002,SHASTA COUNTY,24818
White Students,2002,SIERRA COUNTY,620
White Students,2002,SISKIYOU COUNTY,5538
White Students,2002,SOLANO COUNTY,30279
White Students,2002,SONOMA COUNTY,46843
White Students,2002,STANISLAUS COUNTY,46687
White Students,2002,SUTTER COUNTY,8424
White Students,2002,TEHAMA COUNTY,7879
White Students,2002,TRINITY COUNTY,1590
White Students,2002,TULARE COUNTY,25684
White Students,2002,TUOLUMNE COUNTY,6585
White Students,2002,VENTURA COUNTY,66181
White Students,2002,YOLO COUNTY,14776
White Students,2002,YUBA COUNTY,7281
White Students,2001,ALAMEDA COUNTY,65252
White Students,2001,ALPINE COUNTY,91
White Students,2001,AMADOR COUNTY,4328
White Students,2001,BUTTE COUNTY,24725
White Students,2001,CALAVERAS COUNTY,5967
White Students,2001,COLUSA COUNTY,1555
White Students,2001,CONTRA COSTA COUNTY,82276
White Students,2001,DEL NORTE COUNTY,3310
White Students,2001,EL DORADO COUNTY,23853
White Students,2001,FRESNO COUNTY,51687
White Students,2001,GLENN COUNTY,3186
White Students,2001,HUMBOLDT COUNTY,15222
White Students,2001,IMPERIAL COUNTY,3849
White Students,2001,INYO COUNTY,2211
White Students,2001,KERN COUNTY,58711
White Students,2001,KINGS COUNTY,8872
White Students,2001,LAKE COUNTY,7706
White Students,2001,LASSEN COUNTY,4183
White Students,2001,LOS ANGELES COUNTY,311104
White Students,2001,MADERA COUNTY,9401
White Students,2001,MARIN COUNTY,20511
White Students,2001,MARIPOSA COUNTY,2239
White Students,2001,MENDOCINO COUNTY,9884
White Students,2001,MERCED COUNTY,16043
White Students,2001,MODOC COUNTY,1671
