Group,Year,County,Enrollment
Asian or Asian/Pacific Islander Students,1999,ALAMEDA COUNTY,48849
Asian or Asian/Pacific Islander Students,1999,ALPINE COUNTY,0
Asian or Asian/Pacific Islander Students,1999,AMADOR COUNTY,105
Asian or Asian/Pacific Islander Students,1999,BUTTE COUNTY,2678
Asian or Asian/Pacific Islander Students,1999,CALAVERAS COUNTY,104
Asian or Asian/Pacific Islander Students,1999,COLUSA COUNTY,59
Asian or Asian/Pacific Islander Students,1999,CONTRA COSTA COUNTY,19216
Asian or Asian/Pacific Islander Students,1999,DEL NORTE COUNTY,310
Asian or Asian/Pacific Islander Students,1999,EL DORADO COUNTY,843
Asian or Asian/Pacific Islander Students,1999,FRESNO COUNTY,22953
Asian or Asian/Pacific Islander Students,1999,GLENN COUNTY,446
Asian or Asian/Pacific Islander Students,1999,HUMBOLDT COUNTY,748
Asian or Asian/Pacific Islander Students,1999,IMPERIAL COUNTY,470
Asian or Asian/Pacific Islander Students,1999,INYO COUNTY,46
Asian or Asian/Pacific Islander Students,1999,KERN COUNTY,5615
Asian or Asian/Pacific Islander Students,1999,KINGS COUNTY,1153
Asian or Asian/Pacific Islander Students,1999,LAKE COUNTY,145
Asian or Asian/Pacific Islander Students,1999,LASSEN COUNTY,96
Asian or Asian/Pacific Islander Students,1999,LOS ANGELES COUNTY,170212
Asian or Asian/Pacific Islander Students,1999,MADERA COUNTY,344
Asian or Asian/Pacific Islander Students,1999,MARIN COUNTY,1814
Asian or Asian/Pacific Islander Students,1999,MARIPOSA COUNTY,43
Asian or Asian/Pacific Islander Students,1999,MENDOCINO COUNTY,232
Asian or Asian/Pacific Islander Students,1999,MERCED COUNTY,5660
Asian or Asian/Pacific Islander Students,1999,MODOC COUNTY,20
Asian or Asian/Pacific Islander Students,1999,MONO COUNTY,19
Asian or Asian/Pacific Islander Students,1999,MONTEREY COUNTY,4885
Asian or Asian/Pacific Islander Students,1999,NAPA COUNTY,586
Asian or Asian/Pacific Islander Students,1999,NEVADA COUNTY,214
Asian or Asian/Pacific Islander Students,1999,ORANGE COUNTY,67205
Asian or Asian/Pacific Islander Students,1999,PLACER COUNTY,2052
Asian or Asian/Pacific Islander Students,1999,PLUMAS COUNTY,54
Asian or Asian/Pacific Islander Students,1999,RIVERSIDE COUNTY,12264
Asian or Asian/Pacific Islander Students,1999,SACRAMENTO COUNTY,34111
Asian or Asian/Pacific Islander Students,1999,SAN BENITO COUNTY,231
Asian or Asian/Pacific Islander Students,1999,SAN BERNARDINO COUNTY,17108
Asian or Asian/Pacific Islander Students,1999,SAN DIEGO COUNTY,51000
Asian or Asian/Pacific Islander Students,1999,SAN FRANCISCO COUNTY,30935
Asian or Asian/Pacific Islander Students,1999,SAN JOAQUIN COUNTY,19989
Asian or Asian/Pacific Islander Students,1999,SAN LUIS OBISPO COUNTY,1071
Asian or Asian/Pacific Islander Students,1999,SAN MATEO COUNTY,20919
Asian or Asian/Pacific Islander Students,1999,SANTA BARBARA COUNTY,2865
Asian or Asian/Pacific Islander Students,1999,SANTA CLARA COUNTY,68938
Asian or Asian/Pacific Islander Students,1999,SANTA CRUZ COUNTY,1341
Asian or Asian/Pacific Islander Students,1999,SHASTA COUNTY,1236
Asian or Asian/Pacific Islander Students,1999,SIERRA COUNTY,121
Asian or Asian/Pacific Islander Students,1999,SISKIYOU COUNTY,243
Asian or Asian/Pacific Islander Students,1999,SOLANO COUNTY,10842
Asian or Asian/Pacific Islander Students,1999,SONOMA COUNTY,3096
Asian or Asian/Pacific Islander Students,1999,STANISLAUS COUNTY,6344
Asian or Asian/Pacific Islander Students,1999,SUTTER COUNTY,2120
Asian or Asian/Pacific Islander Students,1999,TEHAMA COUNTY,119
Asian or Asian/Pacific Islander Students,1999,TRINITY COUNTY,43
Asian or Asian/Pacific Islander Students,1999,TULARE COUNTY,3496
Asian or Asian/Pacific Islander Students,1999,TUOLUMNE COUNTY,107
Asian or Asian/Pacific Islander Students,1999,VENTURA COUNTY,7715
Asian or Asian/Pacific Islander Students,1999,YOLO COUNTY,2486
Asian or Asian/Pacific Islander Students,1999,YUBA COUNTY,2301
Hispanic Students,2013,ALAMEDA COUNTY,73427
Hispanic Students,2013,ALPINE COUNTY,6
Hispanic Students,2013,AMADOR COUNTY,813
Hispanic Students,2013,BUTTE COUNTY,7179
Hispanic Students,2013,CALAVERAS COUNTY,968
Hispanic Students,2013,COLUSA COUNTY,3477
Hispanic Students,2013,CONTRA COSTA COUNTY,57971
Hispanic Students,2013,DEL NORTE COUNTY,818
Hispanic Students,2013,EL DORADO COUNTY,5501
Hispanic Students,2013,FRESNO COUNTY,124645
Hispanic Students,2013,GLENN COUNTY,2608
Hispanic Students,2013,HUMBOLDT COUNTY,2785
Hispanic Students,2013,IMPERIAL COUNTY,34376
Hispanic Students,2013,INYO COUNTY,968
Hispanic Students,2013,KERN COUNTY,113277
Hispanic Students,2013,KINGS COUNTY,18552
Hispanic Students,2013,LAKE COUNTY,2823
Hispanic Students,2013,LASSEN COUNTY,698
Hispanic Students,2013,LOS ANGELES COUNTY,1004077
Hispanic Students,2013,MADERA COUNTY,22107
Hispanic Students,2013,MARIN COUNTY,8712
Hispanic Students,2013,MARIPOSA COUNTY,269
Hispanic Students,2013,MENDOCINO COUNTY,5253
Hispanic Students,2013,MERCED COUNTY,39796
Hispanic Students,2013,MODOC COUNTY,
Hispanic Students,2013,MONO COUNTY,
Hispanic Students,2013,MONTEREY COUNTY,59159
Hispanic Students,2013,NAPA COUNTY,11167
Hispanic Students,2013,NEVADA COUNTY,1819
Hispanic Students,2013,ORANGE COUNTY,240220
Hispanic Students,2013,PLACER COUNTY,11306
Hispanic Students,2013,PLUMAS COUNTY,281
Hispanic Students,2013,RIVERSIDE COUNTY,
Hispanic Students,2013,SACRAMENTO COUNTY,
Hispanic Students,2013,SAN BENITO COUNTY,7530
Hispanic Students,2013,SAN BERNARDINO COUNTY,259137
Hispanic Students,2013,SAN DIEGO COUNTY,
Hispanic Students,2013,SAN FRANCISCO COUNTY,15600
Hispanic Students,2013,SAN JOAQUIN COUNTY,70354
Hispanic Students,2013,SAN LUIS OBISPO COUNTY,13012
Hispanic Students,2013,SAN MATEO COUNTY,36383
Hispanic Students,2013,SANTA BARBARA COUNTY,45373
Hispanic Students,2013,SANTA CLARA COUNTY,108369
Hispanic Students,2013,SANTA CRUZ COUNTY,20923
Hispanic Students,2013,SHASTA COUNTY,3858
Hispanic Students,2013,SIERRA COUNTY,
Hispanic Students,2013,SISKIYOU COUNTY,1238
Hispanic Students,2013,SOLANO COUNTY,22604
Hispanic Students,2013,SONOMA COUNTY,30196
Hispanic Students,2013,STANISLAUS COUNTY,60240
Hispanic Students,2013,SUTTER COUNTY,7799
Hispanic Students,2013,TEHAMA COUNTY,4045
Hispanic Students,2013,TRINITY COUNTY,141
Hispanic Students,2013,TULARE COUNTY,75905
Hispanic Students,2013,TUOLUMNE COUNTY,846
Hispanic Students,2013,VENTURA COUNTY,82972
Hispanic Students,2013,YOLO COUNTY,13832
Hispanic Students,2013,YUBA COUNTY,4833
Hispanic Students,2012,ALAMEDA COUNTY,34934
Hispanic Students,2012,ALPINE COUNTY,9
Hispanic Students,2012,AMADOR COUNTY,805
Hispanic Students,2012,BUTTE COUNTY,7061
Hispanic Students,2012,CALAVERAS COUNTY,931
Hispanic Students,2012,COLUSA COUNTY,3407
Hispanic Students,2012,CONTRA COSTA COUNTY,27524
Hispanic Students,2012,DEL NORTE COUNTY,812
Hispanic Students,2012,EL DORADO COUNTY,5348
Hispanic Students,2012,FRESNO COUNTY,121760
Hispanic Students,2012,GLENN COUNTY,2585
Hispanic Students,2012,HUMBOLDT COUNTY,2206
Hispanic Students,2012,IMPERIAL COUNTY,33749
Hispanic Students,2012,INYO COUNTY,961
Hispanic Students,2012,KERN COUNTY,110857
Hispanic Students,2012,KINGS COUNTY,18107
Hispanic Students,2012,LAKE COUNTY,2681
Hispanic Students,2012,LASSEN COUNTY,
Hispanic Students,2012,LOS ANGELES COUNTY,1009084
Hispanic Students,2012,MADERA COUNTY,21514
Hispanic Students,2012,MARIN COUNTY,8274
Hispanic Students,2012,MARIPOSA COUNTY,261
Hispanic Students,2012,MENDOCINO COUNTY,5132
Hispanic Students,2012,MERCED COUNTY,39136
Hispanic Students,2012,MODOC COUNTY,
Hispanic Students,2012,MONO COUNTY,822
Hispanic Students,2012,MONTEREY COUNTY,57744
Hispanic Students,2012,NAPA COUNTY,10988
Hispanic Students,2012,NEVADA COUNTY,1742
Hispanic Students,2012,ORANGE COUNTY,243797
Hispanic Students,2012,PLACER COUNTY,11210
Hispanic Students,2012,PLUMAS COUNTY,282
Hispanic Students,2012,RIVERSIDE COUNTY,121276
Hispanic Students,2012,SACRAMENTO COUNTY,36374
Hispanic Students,2012,SAN BENITO COUNTY,7516
Hispanic Students,2012,SAN BERNARDINO COUNTY,256834
Hispanic Students,2012,SAN DIEGO COUNTY,122823
Hispanic Students,2012,SAN FRANCISCO COUNTY,14862
Hispanic Students,2012,SAN JOAQUIN COUNTY,68292
Hispanic Students,2012,SAN LUIS OBISPO COUNTY,12560
Hispanic Students,2012,SAN MATEO COUNTY,35709
Hispanic Students,2012,SANTA BARBARA COUNTY,44397
Hispanic Students,2012,SANTA CLARA COUNTY,106668
Hispanic Students,2012,SANTA CRUZ COUNTY,20467
Hispanic Students,2012,SHASTA COUNTY,3670
Hispanic Students,2012,SIERRA COUNTY,
Hispanic Students,2012,SISKIYOU COUNTY,1200
Hispanic Students,2012,SOLANO COUNTY,22031
Hispanic Students,2012,SONOMA COUNTY,29185
Hispanic Students,2012,STANISLAUS COUNTY,58890
Hispanic Students,2012,SUTTER COUNTY,7548
Hispanic Students,2012,TEHAMA COUNTY,3975
Hispanic Students,2012,TRINITY COUNTY,151
Hispanic Students,2012,TULARE COUNTY,72820
Hispanic Students,2012,TUOLUMNE COUNTY,842
Hispanic Students,2012,VENTURA COUNTY,80178
Hispanic Students,2012,YOLO COUNTY,13734
Hispanic Students,2012,YUBA COUNTY,4738
Hispanic Students,2011,ALAMEDA COUNTY,69365
Hispanic Students,2011,ALPINE COUNTY,
Hispanic Students,2011,AMADOR COUNTY,745
Hispanic Students,2011,BUTTE COUNTY,6783
Hispanic Students,2011,CALAVERAS COUNTY,879
Hispanic Students,2011,COLUSA COUNTY,3278
Hispanic Students,2011,CONTRA COSTA COUNTY,54279
Hispanic Students,2011,DEL NORTE COUNTY,782
Hispanic Students,2011,EL DORADO COUNTY,5214
Hispanic Students,2011,FRESNO COUNTY,118901
Hispanic Students,2011,GLENN COUNTY,2592
Hispanic Students,2011,HUMBOLDT COUNTY,2513
Hispanic Students,2011,IMPERIAL COUNTY,33427
Hispanic Students,2011,INYO COUNTY,966
Hispanic Students,2011,KERN COUNTY,108288
Hispanic Students,2011,KINGS COUNTY,17809
Hispanic Students,2011,LAKE COUNTY,2583
Hispanic Students,2011,LASSEN COUNTY,
Hispanic Students,2011,LOS ANGELES COUNTY,1009008
Hispanic Students,2011,MADERA COUNTY,21082
Hispanic Students,2011,MARIN COUNTY,7810
Hispanic Students,2011,MARIPOSA COUNTY,257
Hispanic Students,2011,MENDOCINO COUNTY,5006
Hispanic Students,2011,MERCED COUNTY,38260
Hispanic Students,2011,MODOC COUNTY,201
Hispanic Students,2011,MONO COUNTY,825
Hispanic Students,2011,MONTEREY COUNTY,55719
Hispanic Students,2011,NAPA COUNTY,10685
Hispanic Students,2011,NEVADA COUNTY,1708
Hispanic Students,2011,ORANGE COUNTY,242449
Hispanic Students,2011,PLACER COUNTY,10815
Hispanic Students,2011,PLUMAS COUNTY,
Hispanic Students,2011,RIVERSIDE COUNTY,254582
Hispanic Students,2011,SACRAMENTO COUNTY,68470
Hispanic Students,2011,SAN BENITO COUNTY,7051
Hispanic Students,2011,SAN BERNARDINO COUNTY,254200
Hispanic Students,2011,SAN DIEGO COUNTY,231350
Hispanic Students,2011,SAN FRANCISCO COUNTY,14210
Hispanic Students,2011,SAN JOAQUIN COUNTY,66089
Hispanic Students,2011,SAN LUIS OBISPO COUNTY,12236
Hispanic Students,2011,SAN MATEO COUNTY,35181
Hispanic Students,2011,SANTA BARBARA COUNTY,43407
Hispanic Students,2011,SANTA CLARA COUNTY,104116
Hispanic Students,2011,SANTA CRUZ COUNTY,19890
Hispanic Students,2011,SHASTA COUNTY,3495
Hispanic Students,2011,SIERRA COUNTY,
Hispanic Students,2011,SISKIYOU COUNTY,1201
Hispanic Students,2011,SOLANO COUNTY,21341
Hispanic Students,2011,SONOMA COUNTY,28392
Hispanic Students,2011,STANISLAUS COUNTY,57551
Hispanic Students,2011,SUTTER COUNTY,7415
Hispanic Students,2011,TEHAMA COUNTY,3955
Hispanic Students,2011,TRINITY COUNTY,155
Hispanic Students,2011,TULARE COUNTY,71508
Hispanic Students,2011,TUOLUMNE COUNTY,826
Hispanic Students,2011,VENTURA COUNTY,77771
Hispanic Students,2011,YOLO COUNTY,13653
Hispanic Students,2011,YUBA COUNTY,4615
Hispanic Students,2010,ALAMEDA COUNTY,66086
Hispanic Students,2010,ALPINE COUNTY,4
Hispanic Students,2010,AMADOR COUNTY,718
Hispanic Students,2010,BUTTE COUNTY,6452
Hispanic Students,2010,CALAVERAS COUNTY,854
Hispanic Students,2010,COLUSA COUNTY,3305
Hispanic Students,2010,CONTRA COSTA COUNTY,51632
Hispanic Students,2010,DEL NORTE COUNTY,761
Hispanic Students,2010,EL DORADO COUNTY,5248
Hispanic Students,2010,FRESNO COUNTY,116051
Hispanic Students,2010,GLENN COUNTY,2551
Hispanic Students,2010,HUMBOLDT COUNTY,2413
Hispanic Students,2010,IMPERIAL COUNTY,32975
Hispanic Students,2010,INYO COUNTY,869
Hispanic Students,2010,KERN COUNTY,101622
Hispanic Students,2010,KINGS COUNTY,17484
Hispanic Students,2010,LAKE COUNTY,2454
Hispanic Students,2010,LASSEN COUNTY,621
Hispanic Students,2010,LOS ANGELES COUNTY,1008567
Hispanic Students,2010,MADERA COUNTY,20454
Hispanic Students,2010,MARIN COUNTY,7543
Hispanic Students,2010,MARIPOSA COUNTY,273
Hispanic Students,2010,MENDOCINO COUNTY,4807
Hispanic Students,2010,MERCED COUNTY,36855
Hispanic Students,2010,MODOC COUNTY,283
Hispanic Students,2010,MONO COUNTY,832
Hispanic Students,2010,MONTEREY COUNTY,54320
Hispanic Students,2010,NAPA COUNTY,10494
Hispanic Students,2010,NEVADA COUNTY,1652
Hispanic Students,2010,ORANGE COUNTY,237887
Hispanic Students,2010,PLACER COUNTY,10650
Hispanic Students,2010,PLUMAS COUNTY,304
Hispanic Students,2010,RIVERSIDE COUNTY,251323
Hispanic Students,2010,SACRAMENTO COUNTY,64314
Hispanic Students,2010,SAN BENITO COUNTY,7112
Hispanic Students,2010,SAN BERNARDINO COUNTY,251518
Hispanic Students,2010,SAN DIEGO COUNTY,227884
Hispanic Students,2010,SAN FRANCISCO COUNTY,13924
Hispanic Students,2010,SAN JOAQUIN COUNTY,63674
Hispanic Students,2010,SAN LUIS OBISPO COUNTY,11839
Hispanic Students,2010,SAN MATEO COUNTY,33737
Hispanic Students,2010,SANTA BARBARA COUNTY,42356
Hispanic Students,2010,SANTA CLARA COUNTY,101401
Hispanic Students,2010,SANTA CRUZ COUNTY,19284
Hispanic Students,2010,SHASTA COUNTY,3349
Hispanic Students,2010,SIERRA COUNTY,59
Hispanic Students,2010,SISKIYOU COUNTY,1129
Hispanic Students,2010,SOLANO COUNTY,20611
Hispanic Students,2010,SONOMA COUNTY,27655
Hispanic Students,2010,STANISLAUS COUNTY,56399
Hispanic Students,2010,SUTTER COUNTY,7212
Hispanic Students,2010,TEHAMA COUNTY,3874
Hispanic Students,2010,TRINITY COUNTY,149
Hispanic Students,2010,TULARE COUNTY,69011
Hispanic Students,2010,TUOLUMNE COUNTY,670
Hispanic Students,2010,VENTURA COUNTY,75973
Hispanic Students,2010,YOLO COUNTY,13211
Hispanic Students,2010,YUBA COUNTY,4486
Hispanic Students,2009,ALAMEDA COUNTY,30784
Hispanic Students,2009,ALPINE COUNTY,4
Hispanic Students,2009,AMADOR COUNTY,689
Hispanic Students,2009,BUTTE COUNTY,5716
Hispanic Students,2009,CALAVERAS COUNTY,766
Hispanic Students,2009,COLUSA COUNTY,3242
Hispanic Students,2009,CONTRA COSTA COUNTY,27072
Hispanic Students,2009,DEL NORTE COUNTY,725
Hispanic Students,2009,EL DORADO COUNTY,5043
Hispanic Students,2009,FRESNO COUNTY,111906
Hispanic Students,2009,GLENN COUNTY,2521
Hispanic Students,2009,HUMBOLDT COUNTY,2268
Hispanic Students,2009,IMPERIAL COUNTY,32991
Hispanic Students,2009,INYO COUNTY,854
Hispanic Students,2009,KERN COUNTY,103938
Hispanic Students,2009,KINGS COUNTY,17098
Hispanic Students,2009,LAKE COUNTY,2547
Hispanic Students,2009,LASSEN COUNTY,613
Hispanic Students,2009,LOS ANGELES COUNTY,997177
Hispanic Students,2009,MADERA COUNTY,19662
Hispanic Students,2009,MARIN COUNTY,7278
Hispanic Students,2009,MARIPOSA COUNTY,268
Hispanic Students,2009,MENDOCINO COUNTY,4634
Hispanic Students,2009,MERCED COUNTY,35811
Hispanic Students,2009,MODOC COUNTY,294
Hispanic Students,2009,MONO COUNTY,806
Hispanic Students,2009,MONTEREY COUNTY,53455
Hispanic Students,2009,NAPA COUNTY,10296
Hispanic Students,2009,NEVADA COUNTY,1535
Hispanic Students,2009,ORANGE COUNTY,236463
Hispanic Students,2009,PLACER COUNTY,9019
Hispanic Students,2009,PLUMAS COUNTY,304
Hispanic Students,2009,RIVERSIDE COUNTY,127611
Hispanic Students,2009,SACRAMENTO COUNTY,33448
Hispanic Students,2009,SAN BENITO COUNTY,7074
Hispanic Students,2009,SAN BERNARDINO COUNTY,246559
Hispanic Students,2009,SAN DIEGO COUNTY,109108
Hispanic Students,2009,SAN FRANCISCO COUNTY,13704
Hispanic Students,2009,SAN JOAQUIN COUNTY,51312
Hispanic Students,2009,SAN LUIS OBISPO COUNTY,11639
Hispanic Students,2009,SAN MATEO COUNTY,33027
Hispanic Students,2009,SANTA BARBARA COUNTY,41432
Hispanic Students,2009,SANTA CLARA COUNTY,96955
Hispanic Students,2009,SANTA CRUZ COUNTY,18781
Hispanic Students,2009,SHASTA COUNTY,3152
Hispanic Students,2009,SIERRA COUNTY,72
Hispanic Students,2009,SISKIYOU COUNTY,1091
Hispanic Students,2009,SOLANO COUNTY,20476
Hispanic Students,2009,SONOMA COUNTY,26989
Hispanic Students,2009,STANISLAUS COUNTY,52917
Hispanic Students,2009,SUTTER COUNTY,7062
Hispanic Students,2009,TEHAMA COUNTY,2909
Hispanic Students,2009,TRINITY COUNTY,144
Hispanic Students,2009,TULARE COUNTY,69068
Hispanic Students,2009,TUOLUMNE COUNTY,654
Hispanic Students,2009,VENTURA COUNTY,74606
Hispanic Students,2009,YOLO COUNTY,13008
Hispanic Students,2009,YUBA COUNTY,4254
Hispanic Students,2008,ALAMEDA COUNTY,61410
Hispanic Students,2008,ALPINE COUNTY,1
Hispanic Students,2008,AMADOR COUNTY,627
Hispanic Students,2008,BUTTE COUNTY,5367
Hispanic Students,2008,CALAVERAS COUNTY,687
Hispanic Students,2008,COLUSA COUNTY,3091
Hispanic Students,2008,CONTRA COSTA COUNTY,46626
Hispanic Students,2008,DEL NORTE COUNTY,675
Hispanic Students,2008,EL DORADO COUNTY,4045
Hispanic Students,2008,FRESNO COUNTY,110735
Hispanic Students,2008,GLENN COUNTY,2409
Hispanic Students,2008,HUMBOLDT COUNTY,1906
Hispanic Students,2008,IMPERIAL COUNTY,31912
Hispanic Students,2008,INYO COUNTY,740
Hispanic Students,2008,KERN COUNTY,101152
Hispanic Students,2008,KINGS COUNTY,16313
Hispanic Students,2008,LAKE COUNTY,1966
Hispanic Students,2008,LASSEN COUNTY,569
Hispanic Students,2008,LOS ANGELES COUNTY,1020430
Hispanic Students,2008,MADERA COUNTY,18878
Hispanic Students,2008,MARIN COUNTY,6488
Hispanic Students,2008,MARIPOSA COUNTY,172
Hispanic Students,2008,MENDOCINO COUNTY,4341
Hispanic Students,2008,MERCED COUNTY,35110
Hispanic Students,2008,MODOC COUNTY,268
Hispanic Students,2008,MONO COUNTY,773
Hispanic Students,2008,MONTEREY COUNTY,51723
Hispanic Students,2008,NAPA COUNTY,9315
Hispanic Students,2008,NEVADA COUNTY,1684
Hispanic Students,2008,ORANGE COUNTY,226034
Hispanic Students,2008,PLACER COUNTY,7281
Hispanic Students,2008,PLUMAS COUNTY,288
Hispanic Students,2008,RIVERSIDE COUNTY,234367
Hispanic Students,2008,SACRAMENTO COUNTY,58579
Hispanic Students,2008,SAN BENITO COUNTY,6936
Hispanic Students,2008,SAN BERNARDINO COUNTY,236997
Hispanic Students,2008,SAN DIEGO COUNTY,218748
Hispanic Students,2008,SAN FRANCISCO COUNTY,13259
Hispanic Students,2008,SAN JOAQUIN COUNTY,59947
Hispanic Students,2008,SAN LUIS OBISPO COUNTY,10333
Hispanic Students,2008,SAN MATEO COUNTY,31387
Hispanic Students,2008,SANTA BARBARA COUNTY,39031
Hispanic Students,2008,SANTA CLARA COUNTY,96345
Hispanic Students,2008,SANTA CRUZ COUNTY,18402
Hispanic Students,2008,SHASTA COUNTY,2394
Hispanic Students,2008,SIERRA COUNTY,51
Hispanic Students,2008,SISKIYOU COUNTY,847
Hispanic Students,2008,SOLANO COUNTY,19200
Hispanic Students,2008,SONOMA COUNTY,24855
Hispanic Students,2008,STANISLAUS COUNTY,52543
Hispanic Students,2008,SUTTER COUNTY,6112
Hispanic Students,2008,TEHAMA COUNTY,3680
Hispanic Students,2008,TRINITY COUNTY,114
Hispanic Students,2008,TULARE COUNTY,66811
Hispanic Students,2008,TUOLUMNE COUNTY,626
Hispanic Students,2008,VENTURA COUNTY,70800
Hispanic Students,2008,YOLO COUNTY,12158
Hispanic Students,2008,YUBA COUNTY,3925
Hispanic Students,2007,ALAMEDA COUNTY,60412
Hispanic Students,2007,ALPINE COUNTY,1
Hispanic Students,2007,AMADOR COUNTY,621
Hispanic Students,2007,BUTTE COUNTY,5289
Hispanic Students,2007,CALAVERAS COUNTY,690
Hispanic Students,2007,COLUSA COUNTY,3083
Hispanic Students,2007,CONTRA COSTA COUNTY,46036
Hispanic Students,2007,DEL NORTE COUNTY,674
Hispanic Students,2007,EL DORADO COUNTY,3762
Hispanic Students,2007,FRESNO COUNTY,109292
Hispanic Students,2007,GLENN COUNTY,2689
Hispanic Students,2007,HUMBOLDT COUNTY,1917
Hispanic Students,2007,IMPERIAL COUNTY,32202
Hispanic Students,2007,INYO COUNTY,736
Hispanic Students,2007,KERN COUNTY,99797
Hispanic Students,2007,KINGS COUNTY,16181
Hispanic Students,2007,LAKE COUNTY,1955
Hispanic Students,2007,LASSEN COUNTY,563
Hispanic Students,2007,LOS ANGELES COUNTY,1026029
Hispanic Students,2007,MADERA COUNTY,18678
Hispanic Students,2007,MARIN COUNTY,6108
Hispanic Students,2007,MARIPOSA COUNTY,180
Hispanic Students,2007,MENDOCINO COUNTY,4288
Hispanic Students,2007,MERCED COUNTY,34863
Hispanic Students,2007,MODOC COUNTY,289
Hispanic Students,2007,MONO COUNTY,833
Hispanic Students,2007,MONTEREY COUNTY,50565
Hispanic Students,2007,NAPA COUNTY,8922
Hispanic Students,2007,NEVADA COUNTY,1916
Hispanic Students,2007,ORANGE COUNTY,223757
Hispanic Students,2007,PLACER COUNTY,6809
Hispanic Students,2007,PLUMAS COUNTY,322
Hispanic Students,2007,RIVERSIDE COUNTY,234006
Hispanic Students,2007,SACRAMENTO COUNTY,58409
Hispanic Students,2007,SAN BENITO COUNTY,6907
Hispanic Students,2007,SAN BERNARDINO COUNTY,240107
Hispanic Students,2007,SAN DIEGO COUNTY,217474
Hispanic Students,2007,SAN FRANCISCO COUNTY,13158
Hispanic Students,2007,SAN JOAQUIN COUNTY,59771
Hispanic Students,2007,SAN LUIS OBISPO COUNTY,10232
Hispanic Students,2007,SAN MATEO COUNTY,30796
Hispanic Students,2007,SANTA BARBARA COUNTY,38977
Hispanic Students,2007,SANTA CLARA COUNTY,95420
Hispanic Students,2007,SANTA CRUZ COUNTY,18181
Hispanic Students,2007,SHASTA COUNTY,2369
Hispanic Students,2007,SIERRA COUNTY,53
Hispanic Students,2007,SISKIYOU COUNTY,814
Hispanic Students,2007,SOLANO COUNTY,19339
Hispanic Students,2007,SONOMA COUNTY,23984
Hispanic Students,2007,STANISLAUS COUNTY,52920
Hispanic Students,2007,SUTTER COUNTY,6065
Hispanic Students,2007,TEHAMA COUNTY,3272
Hispanic Students,2007,TRINITY COUNTY,128
Hispanic Students,2007,TULARE COUNTY,65231
Hispanic Students,2007,TUOLUMNE COUNTY,675
Hispanic Students,2007,VENTURA COUNTY,69152
Hispanic Students,2007,YOLO COUNTY,11981
Hispanic Students,2007,YUBA COUNTY,4059
Hispanic Students,2006,ALAMEDA COUNTY,59258
Hispanic Students,2006,ALPINE COUNTY,0
Hispanic Students,2006,AMADOR COUNTY,659
Hispanic Students,2006,BUTTE COUNTY,5365
Hispanic Students,2006,CALAVERAS COUNTY,684
Hispanic Students,2006,COLUSA COUNTY,2872
Hispanic Students,2006,CONTRA COSTA COUNTY,45062
Hispanic Students,2006,DEL NORTE COUNTY,689
Hispanic Students,2006,EL DORADO COUNTY,3640
Hispanic Students,2006,FRESNO COUNTY,108548
Hispanic Students,2006,GLENN COUNTY,2421
Hispanic Students,2006,HUMBOLDT COUNTY,1907
Hispanic Students,2006,IMPERIAL COUNTY,31991
Hispanic Students,2006,INYO COUNTY,728
Hispanic Students,2006,KERN COUNTY,96360
Hispanic Students,2006,KINGS COUNTY,16078
Hispanic Students,2006,LAKE COUNTY,2015
Hispanic Students,2006,LASSEN COUNTY,550
Hispanic Students,2006,LOS ANGELES COUNTY,1036977
Hispanic Students,2006,MADERA COUNTY,18208
Hispanic Students,2006,MARIN COUNTY,5716
Hispanic Students,2006,MARIPOSA COUNTY,193
Hispanic Students,2006,MENDOCINO COUNTY,4132
Hispanic Students,2006,MERCED COUNTY,34099
Hispanic Students,2006,MODOC COUNTY,221
Hispanic Students,2006,MONO COUNTY,785
Hispanic Students,2006,MONTEREY COUNTY,49551
Hispanic Students,2006,NAPA COUNTY,8756
Hispanic Students,2006,NEVADA COUNTY,1336
Hispanic Students,2006,ORANGE COUNTY,222563
Hispanic Students,2006,PLACER COUNTY,7107
Hispanic Students,2006,PLUMAS COUNTY,318
Hispanic Students,2006,RIVERSIDE COUNTY,225518
Hispanic Students,2006,SACRAMENTO COUNTY,56751
Hispanic Students,2006,SAN BENITO COUNTY,7119
Hispanic Students,2006,SAN BERNARDINO COUNTY,235888
Hispanic Students,2006,SAN DIEGO COUNTY,215116
Hispanic Students,2006,SAN FRANCISCO COUNTY,12400
Hispanic Students,2006,SAN JOAQUIN COUNTY,58729
Hispanic Students,2006,SAN LUIS OBISPO COUNTY,10054
Hispanic Students,2006,SAN MATEO COUNTY,29658
Hispanic Students,2006,SANTA BARBARA COUNTY,38207
Hispanic Students,2006,SANTA CLARA COUNTY,92504
Hispanic Students,2006,SANTA CRUZ COUNTY,17752
Hispanic Students,2006,SHASTA COUNTY,2381
Hispanic Students,2006,SIERRA COUNTY,62
Hispanic Students,2006,SISKIYOU COUNTY,885
Hispanic Students,2006,SOLANO COUNTY,19007
Hispanic Students,2006,SONOMA COUNTY,23310
Hispanic Students,2006,STANISLAUS COUNTY,51797
Hispanic Students,2006,SUTTER COUNTY,5923
Hispanic Students,2006,TEHAMA COUNTY,3434
Hispanic Students,2006,TRINITY COUNTY,140
Hispanic Students,2006,TULARE COUNTY,63461
Hispanic Students,2006,TUOLUMNE COUNTY,599
